time,camera_id,latitude,longitude,camera,car_count,bus_count,truck_count,motorcycle_count,total_count
2025-12-17 00:03:39,662b558c1afb9c00172d8ed2,10.8351289878163,106.663491725922,625 Quang Trung,0,1,0,2,3
2025-12-17 00:03:40,6623f4836f998a001b2528bf,10.8354978023394,106.765801906586,Võ Nguyên Giáp - Đỗ Xuân Hợp (2),1,0,0,1,2
2025-12-17 00:03:40,662b85bf1afb9c00172dd149,10.7709694352995,106.701128482819,Nam Kỳ Khởi Nghĩa - Hàm Nghi,1,0,0,0,1
2025-12-17 00:03:40,6818887f6dfb4b0018f8f54c,10.7629906888237,106.567468643188,Trần Văn Giàu - Võ Văn Vân,0,1,0,0,1
2025-12-17 00:03:40,63b54bcdbfd3d90017ea7a82,10.8960825794088,106.718090772629,Tỉnh lộ 43 - KCX Linh Trung 2,0,1,0,0,1
2025-12-17 00:03:40,68eddd0a230ee50017d040b2,11.00805287907,106.669006347656,Mỹ Phước Tân Vạn - Phạm Ngọc Thạch (2),0,0,0,0,0
2025-12-17 00:03:40,68a587d54e89b100173b6021,10.9836400150392,106.576770544052,Tỉnh Lộ 8 - Tỉnh Lộ 15 (1),0,1,0,1,2
2025-12-17 00:03:40,5b5995a3fd4edb0019c7d9ab,10.7489404145267,106.660348176956,Võ Văn Kiệt - Cầu Chà Và 2 (trên cầu),0,1,0,0,1
2025-12-17 00:03:41,662b81a31afb9c00172dcc65,10.7805394362678,106.693907976151,Nam Kỳ Khởi Nghĩa - Võ Văn Tần,0,0,0,0,0
2025-12-17 00:03:41,6318283cc9eae60017a19f0c,10.7866101161314,106.701568365097,Nguyễn Thị Minh Khai - Đinh Tiên Hoàng 1,0,0,0,3,3
2025-12-17 00:03:41,5deb576d1dc17d7c5515acf6,10.765389,106.681205,Nút giao Ngã sáu Cộng Hòa,0,0,0,4,4
2025-12-17 00:03:41,58746488b807da0011e33cd7,10.8743050851613,106.748507022858,Cầu vượt Sóng Thần 2,0,0,0,1,1
2025-12-17 00:03:41,5822b5ededeb6c0012a2d66a,10.7732144077704,106.722586154938,Mai Chí Thọ - Nguyễn Cơ Thạch 1,0,0,0,0,0
2025-12-17 00:03:41,63b660d8bfd3d90017eaa4d5,10.7527666230832,106.723691225052,Cầu Tân Thuận 2 - Q7 (Q4-Q7),0,1,0,0,1
2025-12-17 00:03:41,63ae7be0bfd3d90017e8f3a8,10.7621527500863,106.657199263573,Ba Tháng Hai - Lê Đại Hành 1,0,0,0,1,1
2025-12-17 00:03:42,63b54a04bfd3d90017ea783e,10.8502078623705,106.813673973084,Lê Văn Việt - Hoàng Hữu Nam,0,0,0,1,1
2025-12-17 00:03:42,63b54f70bfd3d90017ea7c86,10.7985614089434,106.726276874542,Cầu Sài Gòn (10),0,2,0,0,2
2025-12-17 00:03:42,5a8267fe5058170011f6eae1,10.7235786992945,106.697700619698,Lê Văn Lương - Cầu Rạch Đĩa,0,0,0,0,0
